Table,Parameter,Abbreviation,Units,Foliage Nature,Species,Value,Source
A.2.4,New coarse root C to new stem C allocation,CRC:SC,kg C per kg C,Deciduous broad leaf forest,Fagus sylvatica,0.181,Nihlgard 1972; Nihlgard and Lindgren 1977
A.2.4,New coarse root C to new stem C allocation,CRC:SC,kg C per kg C,Deciduous broad leaf forest,Liriodendron tulipifera,0.563,Harris et al. 1973; Harris and Henderson 1981
A.2.4,New coarse root C to new stem C allocation,CRC:SC,kg C per kg C,Deciduous broad leaf forest,Populus tremuloides,0.152,Pastor and Bockheim 1981
A.2.4,New coarse root C to new stem C allocation,CRC:SC,kg C per kg C,Deciduous broad leaf forest,Quercus petraea,0.185,Duvigneaud and Froment 1969; Duvigneaud and Kestemont 1977; Duvigneaud et al. 1971
A.2.4,New coarse root C to new stem C allocation,CRC:SC,kg C per kg C,Deciduous broad leaf forest,Quercus petraea,0.101,Duvigneaud and Froment 1969; Duvigneaud and Kestemont 1977; Duvigneaud et al. 1971
A.2.4,New coarse root C to new stem C allocation,CRC:SC,kg C per kg C,Deciduous broad leaf forest,Quercus petraea,0.264,van der Drift 1974; van der Drift 1981
A.2.4,New coarse root C to new stem C allocation,CRC:SC,kg C per kg C,Deciduous broad leaf forest,Quercus robur,0.096,Duvigneaud and Froment 1969; Duvigneaud and Kestemont 1977; Duvigneaud et al. 1971
A.2.4,New coarse root C to new stem C allocation,CRC:SC,kg C per kg C,Deciduous broad leaf forest,Quercus robur,0.187,Duvigneaud and Froment 1969; Duvigneaud and Kestemont 1977; Duvigneaud et al. 1971
A.2.4,New coarse root C to new stem C allocation,CRC:SC,kg C per kg C,Deciduous broad leaf forest,Quercus robur,0.157,Kestemont 1971; Kestemont 1975
A.2.4,New coarse root C to new stem C allocation,CRC:SC,kg C per kg C,Deciduous broad leaf forest,Quercus robur,0.195,Kestemont 1971; Kestemont 1975
A.3.1,Leaf C to leaf nitrogen,C:Nleaf,kg C per kg N,Evergreen needle leaf forest,Juniperus virginia,30.5,Reich et al. 1995a
A.3.1,Leaf C to leaf nitrogen,C:Nleaf,kg C per kg N,Evergreen needle leaf forest,Picea abies,58.8,Berg 1988
A.3.1,Leaf C to leaf nitrogen,C:Nleaf,kg C per kg N,Evergreen needle leaf forest,Picea abies,28.1,Reich et al. 1995a
A.3.1,Leaf C to leaf nitrogen,C:Nleaf,kg C per kg N,Evergreen needle leaf forest,Picea glauca,40.3,Reich et al. 1995a
A.3.1,Leaf C to leaf nitrogen,C:Nleaf,kg C per kg N,Evergreen needle leaf forest,Picea mariana,41.3,Reich et al. 1995a
A.3.1,Leaf C to leaf nitrogen,C:Nleaf,kg C per kg N,Evergreen needle leaf forest,Pinus albicaulis,45.4,Gower and Richards 1990
A.3.1,Leaf C to leaf nitrogen,C:Nleaf,kg C per kg N,Evergreen needle leaf forest,Pinus banksiana,40.3,Reich et al. 1995a
A.3.1,Leaf C to leaf nitrogen,C:Nleaf,kg C per kg N,Evergreen needle leaf forest,Pinus contorta,51,Hunt et al. 1988
A.3.1,Leaf C to leaf nitrogen,C:Nleaf,kg C per kg N,Evergreen needle leaf forest,Pinus contorta,70,Fahey et al. 1985
A.3.1,Leaf C to leaf nitrogen,C:Nleaf,kg C per kg N,Evergreen needle leaf forest,Pinus contorta,47.6,Berg and Ekhbom 1991
A.3.1,Leaf C to leaf nitrogen,C:Nleaf,kg C per kg N,Evergreen needle leaf forest,Pinus contorta,35.7,Gower et al. 1987
A.3.1,Leaf C to leaf nitrogen,C:Nleaf,kg C per kg N,Evergreen needle leaf forest,Pinus contorta,41.6,Gower and Richards 1990
A.3.1,Leaf C to leaf nitrogen,C:Nleaf,kg C per kg N,Evergreen needle leaf forest,Pinus resinosa,37,Reich et al. 1995a
A.3.1,Leaf C to leaf nitrogen,C:Nleaf,kg C per kg N,Evergreen needle leaf forest,Pinus resinosa,50,Reich et al. 1995a
A.3.1,Leaf C to leaf nitrogen,C:Nleaf,kg C per kg N,Evergreen needle leaf forest,Pinus strobus,29.4,Reich et al. 1995a
A.3.1,Leaf C to leaf nitrogen,C:Nleaf,kg C per kg N,Evergreen needle leaf forest,Pinus strobus,22.8,Reich et al. 1995a
A.3.1,Leaf C to leaf nitrogen,C:Nleaf,kg C per kg N,Evergreen needle leaf forest,Pinus sylvestris,33.1,Berg 1988
A.3.1,Leaf C to leaf nitrogen,C:Nleaf,kg C per kg N,Evergreen needle leaf forest,Pinus sylvestris,36,Reich et al. 1995a
A.3.1,Leaf C to leaf nitrogen,C:Nleaf,kg C per kg N,Evergreen needle leaf forest,Pinus sylvestris,33.1,Berg and Ekhbom 1991
A.3.1,Leaf C to leaf nitrogen,C:Nleaf,kg C per kg N,Evergreen needle leaf forest,Pinus taeda,42,Naidu et al. 1993
A.3.1,Leaf C to leaf nitrogen,C:Nleaf,kg C per kg N,Evergreen needle leaf forest,Pseudotsuga menziesii,50,Brix 1981
A.3.1,Leaf C to leaf nitrogen,C:Nleaf,kg C per kg N,Evergreen needle leaf forest,Pseudotsuga menziesii,40,Mitchell and Hinckley 1993
A.3.1,Leaf C to leaf nitrogen,C:Nleaf,kg C per kg N,Evergreen needle leaf forest,Thuja occidentalis,58.1,Reich et al. 1995a
A.3.1,Leaf C to leaf nitrogen,C:Nleaf,kg C per kg N,Evergreen needle leaf forest,Thuja occidentalis,39.1,Reich et al. 1995a
A.3.1,Leaf C to leaf nitrogen,C:Nleaf,kg C per kg N,Evergreen needle leaf forest,Tsuga mertensiana,41.6,Gower and Richards 1990
A.3.1,Leaf C to leaf nitrogen,C:Nleaf,kg C per kg N,Deciduous needle leaf forest,Larix decidua,26,Kloeppel et al. 1998
A.3.1,Leaf C to leaf nitrogen,C:Nleaf,kg C per kg N,Deciduous needle leaf forest,Larix decidua,27.8,Kloeppel et al. 1998
A.3.1,Leaf C to leaf nitrogen,C:Nleaf,kg C per kg N,Deciduous needle leaf forest,Larix decidua,33.6,Kloeppel et al. 1998
A.3.1,Leaf C to leaf nitrogen,C:Nleaf,kg C per kg N,Deciduous needle leaf forest,Larix decidua,26.3,Kloeppel et al. 1998
A.3.1,Leaf C to leaf nitrogen,C:Nleaf,kg C per kg N,Deciduous needle leaf forest,Larix decidua,29.8,Kloeppel et al. 1998
A.3.1,Leaf C to leaf nitrogen,C:Nleaf,kg C per kg N,Deciduous needle leaf forest,Larix decidua,23.7,Kloeppel et al. 1998
A.3.1,Leaf C to leaf nitrogen,C:Nleaf,kg C per kg N,Deciduous needle leaf forest,Larix decidua,18.9,Kloeppel et al. 1998
A.3.1,Leaf C to leaf nitrogen,C:Nleaf,kg C per kg N,Deciduous needle leaf forest,Larix decidua,20,Matyssek and Schulze 1987
A.3.1,Leaf C to leaf nitrogen,C:Nleaf,kg C per kg N,Deciduous needle leaf forest,Larix eurolepsis,16.7,Matyssek and Schulze 1987
A.3.1,Leaf C to leaf nitrogen,C:Nleaf,kg C per kg N,Deciduous needle leaf forest,Larix gmelinii,28.1,Kloeppel et al. 1998
A.3.1,Leaf C to leaf nitrogen,C:Nleaf,kg C per kg N,Deciduous needle leaf forest,Larix laricina,30.3,Kloeppel et al. 1998
A.3.1,Leaf C to leaf nitrogen,C:Nleaf,kg C per kg N,Deciduous needle leaf forest,Larix laricina,33.8,Kloeppel et al. 1998
A.3.1,Leaf C to leaf nitrogen,C:Nleaf,kg C per kg N,Deciduous needle leaf forest,Larix laricina,20.9,Kloeppel et al. 1998
A.3.1,Leaf C to leaf nitrogen,C:Nleaf,kg C per kg N,Deciduous needle leaf forest,Larix laricina,37,Kloeppel et al. 1998
A.3.1,Leaf C to leaf nitrogen,C:Nleaf,kg C per kg N,Deciduous needle leaf forest,Larix leptolepsis,20.8,Matyssek and Schulze 1987
A.3.1,Leaf C to leaf nitrogen,C:Nleaf,kg C per kg N,Deciduous needle leaf forest,Larix lyallii,22.1,Kloeppel et al. 1998
A.3.1,Leaf C to leaf nitrogen,C:Nleaf,kg C per kg N,Deciduous needle leaf forest,Larix lyallii,23.8,Gower and Richards 1990
A.3.1,Leaf C to leaf nitrogen,C:Nleaf,kg C per kg N,Deciduous needle leaf forest,Larix lyallii,27.8,Richards 1981
A.3.1,Leaf C to leaf nitrogen,C:Nleaf,kg C per kg N,Deciduous needle leaf forest,Larix occidentalis,24.4,Kloeppel et al. 1998
A.3.1,Leaf C to leaf nitrogen,C:Nleaf,kg C per kg N,Deciduous needle leaf forest,Larix occidentalis,25.3,Kloeppel et al. 1998
A.3.1,Leaf C to leaf nitrogen,C:Nleaf,kg C per kg N,Deciduous needle leaf forest,Larix occidentalis,34.7,Kloeppel et al. 1998
A.3.1,Leaf C to leaf nitrogen,C:Nleaf,kg C per kg N,Deciduous needle leaf forest,Larix occidentalis,35.2,Kloeppel et al. 1998
A.3.1,Leaf C to leaf nitrogen,C:Nleaf,kg C per kg N,Deciduous needle leaf forest,Larix occidentalis,32.3,Kloeppel et al. 1998
A.3.1,Leaf C to leaf nitrogen,C:Nleaf,kg C per kg N,Deciduous needle leaf forest,Larix occidentalis,31.3,Kloeppel et al. 1998
A.3.1,Leaf C to leaf nitrogen,C:Nleaf,kg C per kg N,Deciduous needle leaf forest,Larix occidentalis,25,Gower 1987
A.3.1,Leaf C to leaf nitrogen,C:Nleaf,kg C per kg N,Deciduous needle leaf forest,Larix occidentalis,29.4,Gower and Richards 1990
A.3.1,Leaf C to leaf nitrogen,C:Nleaf,kg C per kg N,Deciduous needle leaf forest,Larix olgenisis,32.7,Kloeppel et al. 1998
A.3.1,Leaf C to leaf nitrogen,C:Nleaf,kg C per kg N,Deciduous needle leaf forest,Larix siberica,20.2,Kloeppel et al. 1998
A.3.1,Leaf C to leaf nitrogen,C:Nleaf,kg C per kg N,Deciduous needle leaf forest,Larix siberica,22.3,Kloeppel et al. 1998
A.3.1,Leaf C to leaf nitrogen,C:Nleaf,kg C per kg N,Deciduous needle leaf forest,Larix siberica,18.6,Kloeppel et al. 1998
A.3.1,Leaf C to leaf nitrogen,C:Nleaf,kg C per kg N,Deciduous broad leaf forest,Acer rubrum,23.8,Reich et al. 1995a
A.3.1,Leaf C to leaf nitrogen,C:Nleaf,kg C per kg N,Deciduous broad leaf forest,Acer rubrum,25.6,Reich et al. 1995a
A.3.1,Leaf C to leaf nitrogen,C:Nleaf,kg C per kg N,Deciduous broad leaf forest,Acer saccharum,25.6,Reich et al. 1995a
A.3.1,Leaf C to leaf nitrogen,C:Nleaf,kg C per kg N,Deciduous broad leaf forest,Acer saccharum,28.6,Reich et al. 1995a
A.3.1,Leaf C to leaf nitrogen,C:Nleaf,kg C per kg N,Deciduous broad leaf forest,Acer saccharum,32.5,Ellsworth and Reich 1992a
A.3.1,Leaf C to leaf nitrogen,C:Nleaf,kg C per kg N,Deciduous broad leaf forest,Acer saccharum,23.5,Ellsworth and Reich 1992a
A.3.1,Leaf C to leaf nitrogen,C:Nleaf,kg C per kg N,Deciduous broad leaf forest,Acer saccharum,25.8,Ellsworth and Reich 1992a
A.3.1,Leaf C to leaf nitrogen,C:Nleaf,kg C per kg N,Deciduous broad leaf forest,Acer saccharum,31.1,Jose and Gillespie 1996
A.3.1,Leaf C to leaf nitrogen,C:Nleaf,kg C per kg N,Deciduous broad leaf forest,Alnus glutinosa,18.5,Dawson and Funk 1981
A.3.1,Leaf C to leaf nitrogen,C:Nleaf,kg C per kg N,Deciduous broad leaf forest,Alnus incana,16.3,Berg and Ekhbom 1991
A.3.1,Leaf C to leaf nitrogen,C:Nleaf,kg C per kg N,Deciduous broad leaf forest,Betula nigra,21.9,Reich et al. 1995a
A.3.1,Leaf C to leaf nitrogen,C:Nleaf,kg C per kg N,Deciduous broad leaf forest,Betula papyrifera,28.7,Berg and Ekhbom 1991
A.3.1,Leaf C to leaf nitrogen,C:Nleaf,kg C per kg N,Deciduous broad leaf forest,Betula pumila,33.1,Reich et al. 1995a
A.3.1,Leaf C to leaf nitrogen,C:Nleaf,kg C per kg N,Deciduous broad leaf forest,Carya glabra,33.1,Jose and Gillespie 1996
A.3.1,Leaf C to leaf nitrogen,C:Nleaf,kg C per kg N,Deciduous broad leaf forest,Carya ovata,25.2,Reich et al. 1995a
A.3.1,Leaf C to leaf nitrogen,C:Nleaf,kg C per kg N,Deciduous broad leaf forest,Catalpa speciosa,27,Reich et al. 1995a
A.3.1,Leaf C to leaf nitrogen,C:Nleaf,kg C per kg N,Deciduous broad leaf forest,Celtis occidentalis,20.9,Reich et al. 1995a
A.3.1,Leaf C to leaf nitrogen,C:Nleaf,kg C per kg N,Deciduous broad leaf forest,Cornus florida,35.7,Reich et al. 1995a
A.3.1,Leaf C to leaf nitrogen,C:Nleaf,kg C per kg N,Deciduous broad leaf forest,Fagus grandifolia,26.9,Jose and Gillespie 1996
A.3.1,Leaf C to leaf nitrogen,C:Nleaf,kg C per kg N,Deciduous broad leaf forest,Fraxinus americana,23.5,Reich et al. 1995a
A.3.1,Leaf C to leaf nitrogen,C:Nleaf,kg C per kg N,Deciduous broad leaf forest,Fraxinus americana,23.5,Reich et al. 1995a
A.3.1,Leaf C to leaf nitrogen,C:Nleaf,kg C per kg N,Deciduous broad leaf forest,Ilex verticillata,32.3,Reich et al. 1995a
A.3.1,Leaf C to leaf nitrogen,C:Nleaf,kg C per kg N,Deciduous broad leaf forest,Juglans nigra,16.9,Reich et al. 1995a
A.3.1,Leaf C to leaf nitrogen,C:Nleaf,kg C per kg N,Deciduous broad leaf forest,Liriodendron tulipifera,31.4,Jose and Gillespie 1996
A.3.1,Leaf C to leaf nitrogen,C:Nleaf,kg C per kg N,Deciduous broad leaf forest,Lonicera x bella,26.9,Reich et al. 1995a
A.3.1,Leaf C to leaf nitrogen,C:Nleaf,kg C per kg N,Deciduous broad leaf forest,Morus rubra,21.6,Reich et al. 1995a
A.3.1,Leaf C to leaf nitrogen,C:Nleaf,kg C per kg N,Deciduous broad leaf forest,Populus deltoides,21.2,Reich et al. 1995a
A.3.1,Leaf C to leaf nitrogen,C:Nleaf,kg C per kg N,Deciduous broad leaf forest,Populus tremuloides,22.6,Reich et al. 1995a
A.3.1,Leaf C to leaf nitrogen,C:Nleaf,kg C per kg N,Deciduous broad leaf forest,Prunus serotina,24.2,Reich et al. 1995a
A.3.1,Leaf C to leaf nitrogen,C:Nleaf,kg C per kg N,Deciduous broad leaf forest,Prunus serotina,18.9,Reich et al. 1995a
A.3.1,Leaf C to leaf nitrogen,C:Nleaf,kg C per kg N,Deciduous broad leaf forest,Quercus alba,27.2,Jose and Gillespie 1996
A.3.1,Leaf C to leaf nitrogen,C:Nleaf,kg C per kg N,Deciduous broad leaf forest,Quercus ellipsoidalis,23.8,Reich et al. 1995a
A.3.1,Leaf C to leaf nitrogen,C:Nleaf,kg C per kg N,Deciduous broad leaf forest,Quercus macrocarpa,21.3,Reich et al. 1995a
A.3.1,Leaf C to leaf nitrogen,C:Nleaf,kg C per kg N,Deciduous broad leaf forest,Quercus prinus,35,Jose and Gillespie 1996
A.3.1,Leaf C to leaf nitrogen,C:Nleaf,kg C per kg N,Deciduous broad leaf forest,Quercus rubra,16.8,Reich et al. 1995a
A.3.1,Leaf C to leaf nitrogen,C:Nleaf,kg C per kg N,Deciduous broad leaf forest,Quercus rubra,23.7,Reich et al. 1995a
A.3.1,Leaf C to leaf nitrogen,C:Nleaf,kg C per kg N,Deciduous broad leaf forest,Quercus rubra,33.1,Jose and Gillespie 1996
A.3.1,Leaf C to leaf nitrogen,C:Nleaf,kg C per kg N,Deciduous broad leaf forest,Quercus velutina,34,Jose and Gillespie 1996
A.3.1,Leaf C to leaf nitrogen,C:Nleaf,kg C per kg N,Deciduous broad leaf forest,Rhamnus cathartica,21.6,Reich et al. 1995a
A.3.1,Leaf C to leaf nitrogen,C:Nleaf,kg C per kg N,Deciduous broad leaf forest,Rubus alleghaniensis,16.5,Reich et al. 1995a
A.3.1,Leaf C to leaf nitrogen,C:Nleaf,kg C per kg N,Deciduous broad leaf forest,Salix dasyclados,18.7,Kull et al. 1998
A.3.1,Leaf C to leaf nitrogen,C:Nleaf,kg C per kg N,Deciduous broad leaf forest,Salix viminalis,20.6,Kull et al. 1998
A.3.1,Leaf C to leaf nitrogen,C:Nleaf,kg C per kg N,Deciduous broad leaf forest,Ulmus americana,25.9,Reich et al. 1995a
A.3.1,Leaf C to leaf nitrogen,C:Nleaf,kg C per kg N,Grass,Aegilops ovata,17.7,Garnier et al. 1997
A.3.1,Leaf C to leaf nitrogen,C:Nleaf,kg C per kg N,Grass,Agropyron smithii,28.1,Hunt et al. 1988
A.3.1,Leaf C to leaf nitrogen,C:Nleaf,kg C per kg N,Grass,Agropyron sp.,14.3,Garnier et al. 1997
A.3.1,Leaf C to leaf nitrogen,C:Nleaf,kg C per kg N,Grass,Andropogon gerardii,32.9,Knapp 1985
A.3.1,Leaf C to leaf nitrogen,C:Nleaf,kg C per kg N,Grass,Andropogon gerardii,58.8,Knapp 1985
A.3.1,Leaf C to leaf nitrogen,C:Nleaf,kg C per kg N,Grass,Avena barbata,18.9,Garnier et al. 1997
A.3.1,Leaf C to leaf nitrogen,C:Nleaf,kg C per kg N,Grass,Avenula bromoides,24.8,Garnier et al. 1997
A.3.1,Leaf C to leaf nitrogen,C:Nleaf,kg C per kg N,Grass,Brachypodium distachyon,29,Garnier et al. 1997
A.3.1,Leaf C to leaf nitrogen,C:Nleaf,kg C per kg N,Grass,Brachypodium phoenicoides,30.8,Garnier et al. 1997
A.3.1,Leaf C to leaf nitrogen,C:Nleaf,kg C per kg N,Grass,Brachypodium phoenicoides,32.5,Garnier et al. 1997
A.3.1,Leaf C to leaf nitrogen,C:Nleaf,kg C per kg N,Grass,Brachypodium retusum,24.6,Garnier et al. 1997
A.3.1,Leaf C to leaf nitrogen,C:Nleaf,kg C per kg N,Grass,Brachypodium retusum,27.9,Garnier et al. 1997
A.3.1,Leaf C to leaf nitrogen,C:Nleaf,kg C per kg N,Grass,Bromus erectus,27.3,Garnier et al. 1997
A.3.1,Leaf C to leaf nitrogen,C:Nleaf,kg C per kg N,Grass,Bromus erectus,23.2,Garnier et al. 1997
A.3.1,Leaf C to leaf nitrogen,C:Nleaf,kg C per kg N,Grass,Bromus erectus,23.8,Garnier et al. 1997
A.3.1,Leaf C to leaf nitrogen,C:Nleaf,kg C per kg N,Grass,Bromus hordeadeus,18.8,Garnier et al. 1997
A.3.1,Leaf C to leaf nitrogen,C:Nleaf,kg C per kg N,Grass,Bromus lanceolatus,26.7,Garnier et al. 1997
A.3.1,Leaf C to leaf nitrogen,C:Nleaf,kg C per kg N,Grass,Bromus madritensis,23.6,Garnier et al. 1997
A.3.1,Leaf C to leaf nitrogen,C:Nleaf,kg C per kg N,Grass,Bromus madritensis,23,Garnier et al. 1997
A.3.1,Leaf C to leaf nitrogen,C:Nleaf,kg C per kg N,Grass,Dactylis glomerata,23.3,Garnier et al. 1997
A.3.1,Leaf C to leaf nitrogen,C:Nleaf,kg C per kg N,Grass,Desmazeria rigida,19.6,Garnier et al. 1997
A.3.1,Leaf C to leaf nitrogen,C:Nleaf,kg C per kg N,Grass,Dichanthium ischaemum,24.8,Garnier et al. 1997
A.3.1,Leaf C to leaf nitrogen,C:Nleaf,kg C per kg N,Grass,Dry alluvial meadow,30.5,Titlyanova and Bazilevich 1979
A.3.1,Leaf C to leaf nitrogen,C:Nleaf,kg C per kg N,Grass,Halophytic meadow–steppe,36.8,Titlyanova and Bazilevich 1979
A.3.1,Leaf C to leaf nitrogen,C:Nleaf,kg C per kg N,Grass,Hordeum murinum,16.4,Garnier et al. 1997
A.3.1,Leaf C to leaf nitrogen,C:Nleaf,kg C per kg N,Grass,Hyparrhenia rufa,16.4,Baruch et al. 1985
A.3.1,Leaf C to leaf nitrogen,C:Nleaf,kg C per kg N,Grass,Lolium rigidum,20.2,Garnier et al. 1997
A.3.1,Leaf C to leaf nitrogen,C:Nleaf,kg C per kg N,Grass,"Matador, Canada",27.9,Coupland and van Dyne 1979
A.3.1,Leaf C to leaf nitrogen,C:Nleaf,kg C per kg N,Grass,Meadow–steppe,22.7,Titlyanova and Bazilevich 1979
A.3.1,Leaf C to leaf nitrogen,C:Nleaf,kg C per kg N,Grass,Meadow–steppe,26.9,Titlyanova and Bazilevich 1979
A.3.1,Leaf C to leaf nitrogen,C:Nleaf,kg C per kg N,Grass,Melica ciliata,18.7,Garnier et al. 1997
A.3.1,Leaf C to leaf nitrogen,C:Nleaf,kg C per kg N,Grass,Melica ciliata,18.2,Garnier et al. 1997
A.3.1,Leaf C to leaf nitrogen,C:Nleaf,kg C per kg N,Grass,Melinis minutiflora,14.6,Baruch et al. 1985
A.3.1,Leaf C to leaf nitrogen,C:Nleaf,kg C per kg N,Grass,Mesohalophytic meadow,23.3,Titlyanova and Bazilevich 1979
A.3.1,Leaf C to leaf nitrogen,C:Nleaf,kg C per kg N,Grass,Mesophytic alluvial meadow,45.5,Titlyanova and Bazilevich 1979
A.3.1,Leaf C to leaf nitrogen,C:Nleaf,kg C per kg N,Grass,Mesophytic alluvial meadow,25.5,Titlyanova and Bazilevich 1979
A.3.1,Leaf C to leaf nitrogen,C:Nleaf,kg C per kg N,Grass,Mesophytic meadow,23.6,Titlyanova and Bazilevich 1979
A.3.1,Leaf C to leaf nitrogen,C:Nleaf,kg C per kg N,Grass,Mesophytic meadow,21.2,Titlyanova and Bazilevich 1979
A.3.1,Leaf C to leaf nitrogen,C:Nleaf,kg C per kg N,Grass,Panicum virgatum,38.5,Knapp 1985
A.3.1,Leaf C to leaf nitrogen,C:Nleaf,kg C per kg N,Grass,Panicum virgatum,45,Knapp 1985
A.3.1,Leaf C to leaf nitrogen,C:Nleaf,kg C per kg N,Grass,Phleum pratense,18.7,Garnier et al. 1997
A.3.1,Leaf C to leaf nitrogen,C:Nleaf,kg C per kg N,Grass,"Solling Plateau, Germany",17.6,Titlyanova and Bazilevich 1979
A.3.1,Leaf C to leaf nitrogen,C:Nleaf,kg C per kg N,Grass,Ssp. Hispanica,17.1,Garnier et al. 1997
A.3.1,Leaf C to leaf nitrogen,C:Nleaf,kg C per kg N,Grass,Steppe meadow,19.3,Titlyanova and Bazilevich 1979
A.3.1,Leaf C to leaf nitrogen,C:Nleaf,kg C per kg N,Grass,Steppe meadow,21.9,Titlyanova and Bazilevich 1979
A.3.1,Leaf C to leaf nitrogen,C:Nleaf,kg C per kg N,Grass,Temperate grassland,27.9,Coupland and van Dyne 1979
A.3.1,Leaf C to leaf nitrogen,C:Nleaf,kg C per kg N,Grass,Vulpia ciliata,24,Garnier et al. 1997
A.3.1,Leaf C to leaf nitrogen,C:Nleaf,kg C per kg N,Shrub,Arbutus menziesii,53.3,Field et al. 1983
A.3.1,Leaf C to leaf nitrogen,C:Nleaf,kg C per kg N,Shrub,Heteromeles arbutifolia,56.7,Field et al. 1983
A.3.1,Leaf C to leaf nitrogen,C:Nleaf,kg C per kg N,Shrub,Ledum palustre,28.5,Kudo 1995
A.3.1,Leaf C to leaf nitrogen,C:Nleaf,kg C per kg N,Shrub,Ledum palustre,30.5,Kudo 1995
A.3.1,Leaf C to leaf nitrogen,C:Nleaf,kg C per kg N,Shrub,Ledum palustre,33.3,Kudo 1995
A.3.1,Leaf C to leaf nitrogen,C:Nleaf,kg C per kg N,Shrub,Prosopis glandulosa,17,Gausman et al. 1979
A.3.1,Leaf C to leaf nitrogen,C:Nleaf,kg C per kg N,Shrub,Prunus ilicifolia,32.5,Field et al. 1983
A.3.1,Leaf C to leaf nitrogen,C:Nleaf,kg C per kg N,Shrub,Rhamnus californica,32.8,Field et al. 1983
A.3.1,Leaf C to N ratio,C:Nleaf,kg C per kg N,Shrub,Umbellularia californica,32.2,Field et al. 1983
A.3.2,Litter C to nitrogen,C:Nlit,kg C per+C934 kg N,Evergreen needle leaf forest,Abies amabilis,110,Edmonds 1980
A.3.2,Litter C to nitrogen,C:Nlit,kg C per kg N,Evergreen needle leaf forest,Abies amabilis,110,Ross and Tate 1993
A.3.2,Litter C to nitrogen,C:Nlit,kg C per kg N,Evergreen needle leaf forest,Abies balsamea,84.7,Fyles and McGill 1987
A.3.2,Litter C to nitrogen,C:Nlit,kg C per kg N,Evergreen needle leaf forest,Abies concolor,68.5,Stohlgren 1988
A.3.2,Litter C to nitrogen,C:Nlit,kg C per kg N,Evergreen needle leaf forest,Abies concolor,69.4,Stohlgren 1988
A.3.2,Litter C to nitrogen,C:Nlit,kg C per kg N,Evergreen needle leaf forest,Abies lasiocarpa,87.3,Stump and Binkley 1993
A.3.2,Litter C to nitrogen,C:Nlit,kg C per kg N,Evergreen needle leaf forest,Abies lasiocarpa,102,Taylor et al. 1991
A.3.2,Litter C to nitrogen,C:Nlit,kg C per kg N,Evergreen needle leaf forest,Calocedrus decurrens,79.4,Stohlgren 1988
A.3.2,Litter C to nitrogen,C:Nlit,kg C per kg N,Evergreen needle leaf forest,Picea abies,116,Berg and McClaugherty 1989
A.3.2,Litter C to nitrogen,C:Nlit,kg C per kg N,Evergreen needle leaf forest,Picea abies,50.5,Gower and Son 1992
A.3.2,Litter C to nitrogen,C:Nlit,kg C per kg N,Evergreen needle leaf forest,Picea engelmannii,93.8,Stump and Binkley 1993
A.3.2,Litter C to nitrogen,C:Nlit,kg C per kg N,Evergreen needle leaf forest,Picea engelmannii,87.7,Taylor et al. 1991
A.3.2,Litter C to nitrogen,C:Nlit,kg C per kg N,Evergreen needle leaf forest,Picea glauca,117,Fyles and McGill 1987
A.3.2,Litter C to nitrogen,C:Nlit,kg C per kg N,Evergreen needle leaf forest,Pinus banksiana,103,Fyles and McGill 1987
A.3.2,Litter C to nitrogen,C:Nlit,kg C per kg N,Evergreen needle leaf forest,Pinus contorta,134,Berg and McClaugherty 1989
A.3.2,Litter C to nitrogen,C:Nlit,kg C per kg N,Evergreen needle leaf forest,Pinus contorta,111,Stump and Binkley 1993
A.3.2,Litter C to nitrogen,C:Nlit,kg C per kg N,Evergreen needle leaf forest,Pinus contorta,135,Fahey et al. 1985
A.3.2,Litter C to nitrogen,C:Nlit,kg C per kg N,Evergreen needle leaf forest,Pinus contorta,128,Berg and Ekhbom 1991
A.3.2,Litter C to nitrogen,C:Nlit,kg C per kg N,Evergreen needle leaf forest,Pinus contorta,49,Taylor et al. 1991
A.3.2,Litter C to nitrogen,C:Nlit,kg C per kg N,Evergreen needle leaf forest,Pinus elliottii,143,Gholz et al. 1985
A.3.2,Litter C to nitrogen,C:Nlit,kg C per kg N,Evergreen needle leaf forest,Pinus lambertiana,75.8,Stohlgren 1988
A.3.2,Litter C to nitrogen,C:Nlit,kg C per kg N,Evergreen needle leaf forest,Pinus lambertiana,69.4,Stohlgren 1988
A.3.2,Litter C to nitrogen,C:Nlit,kg C per kg N,Evergreen needle leaf forest,Pinus ponderosa,89.3,Hart et al. 1992
A.3.2,Litter C to nitrogen,C:Nlit,kg C per kg N,Evergreen needle leaf forest,Pinus ponderosa,64.9,Hart et al. 1992
A.3.2,Litter C to nitrogen,C:Nlit,kg C per kg N,Evergreen needle leaf forest,Pinus resinosa,69.4,Gower and Son 1992
A.3.2,Litter C to nitrogen,C:Nlit,kg C per kg N,Evergreen needle leaf forest,Pinus resinosa,116,Aber et al. 1990
A.3.2,Litter C to nitrogen,C:Nlit,kg C per kg N,Evergreen needle leaf forest,Pinus resinosa,90.9,Pastor et al. 1984
A.3.2,Litter C to nitrogen,C:Nlit,kg C per kg N,Evergreen needle leaf forest,Pinus strobus,61,Gower and Son 1992
A.3.2,Litter C to nitrogen,C:Nlit,kg C per kg N,Evergreen needle leaf forest,Pinus strobus,114,Aber et al. 1990
A.3.2,Litter C to nitrogen,C:Nlit,kg C per kg N,Evergreen needle leaf forest,Pinus strobus,104,Pastor et al. 1984
